split,class,H,C,V,HF,HI,severity
train,正常,1.02766752243042,0.9375954866409302,1.1621489524841309,0.22191987931728363,31.10252571105957,0
train,正常,0.9455523490905762,0.9180744886398315,1.0578153133392334,0.3424675762653351,29.356395721435547,0
train,正常,0.8912767171859741,0.9080939888954163,1.5137178897857666,0.4790746867656708,30.037090301513672,0
train,正常,1.0404304265975952,0.9422044157981873,1.3615384101867676,0.2247256189584732,32.003501892089844,0
train,正常,1.403169870376587,0.9488705396652222,1.0903654098510742,1.1282697916030884,48.49987030029297,0
train,正常,1.1932092905044556,0.9576951265335083,1.3023672103881836,0.13202065229415894,36.14763259887695,0
train,正常,1.5401108264923096,0.972139835357666,1.0221704244613647,1.3872908353805542,54.88003921508789,0
train,正常,1.4481760263442993,0.9675807356834412,0.9926056265830994,1.1016899347305298,49.93988800048828,0
train,正常,1.2193342447280884,0.9336374402046204,0.9041620492935181,0.1860099881887436,36.24676513671875,0
train,正常,1.429224967956543,0.9697103500366211,0.9633734226226807,1.1348322629928589,49.20438766479492,0
train,正常,1.3636178970336914,0.9649585485458374,1.0113905668258667,1.3315751552581787,47.440025329589844,0
train,正常,1.4057652950286865,0.9694335460662842,1.281359076499939,1.2441784143447876,49.5764274597168,0
train,正常,0.9750889539718628,0.9136145710945129,1.2940441370010376,0.4622180461883545,31.391788482666016,0
train,正常,1.2003949880599976,0.8562986850738525,1.0861191749572754,0.55119788646698,38.14847183227539,0
train,正常,1.1936038732528687,0.8594302535057068,1.0661653280258179,0.5132828950881958,37.6578369140625,0
train,正常,0.8892205953598022,0.9031327962875366,1.088807463645935,0.45076674222946167,28.746305465698242,0
train,正常,1.0458182096481323,0.852112889289856,1.0825947523117065,0.1974872648715973,31.253751754760742,0
train,正常,1.1392011642456055,0.8641770482063293,1.1642001867294312,0.2695233225822449,34.772090911865234,0
train,正常,1.378524899482727,0.906528890132904,0.9891667366027832,0.21475979685783386,42.77706527709961,0
train,正常,1.607093095779419,0.9452653527259827,0.9650258421897888,0.38609999418258667,52.98912811279297,0
train,正常,1.3040622472763062,0.8940560817718506,0.7283540368080139,0.20998060703277588,38.9499626159668,0
train,正常,1.391746163368225,0.9068440794944763,0.920714259147644,0.13376283645629883,42.611209869384766,0
train,正常,1.6202925443649292,0.9563260078430176,1.144918441772461,0.34560427069664,53.82282257080078,0
train,正常,1.466140627861023,0.9351080656051636,1.2485225200653076,0.7161420583724976,49.73418045043945,0
train,正常,1.5431362390518188,0.9345613121986389,1.022470235824585,0.9760446548461914,53.417659759521484,0
train,正常,1.6735361814498901,0.958628237247467,1.4084199666976929,1.016056776046753,59.802452087402344,0
train,正常,1.2298038005828857,0.9004272222518921,0.8213914036750793,0.25642669200897217,36.764984130859375,0
train,正常,1.3784512281417847,0.9382931590080261,0.9660065770149231,0.6192237138748169,44.87855529785156,0
train,正常,1.198390245437622,0.8791131973266602,0.7218380570411682,0.04141854867339134,34.00144577026367,0
train,正常,1.205942988395691,0.9081972241401672,1.2457512617111206,0.21544526517391205,36.94780349731445,0
train,正常,1.1864687204360962,0.9138278961181641,0.9090425372123718,0.09748992323875427,34.56929397583008,0
train,正常,1.1443763971328735,0.8977208733558655,0.9330183267593384,0.21194128692150116,33.91560363769531,0
train,正常,1.3373010158538818,0.8827984929084778,0.9420938491821289,0.34030452370643616,41.709381103515625,0
